"Câu hỏi","Đáp án A","Đáp án B","Đáp án C","Đáp án D","Đáp án đúng"
"Theo tài liệu, lỗi một bit (single bit) thường xảy ra do nguyên nhân nào?","Thường xảy ra do nhiễu trắng trên đường truyền dẫn.","Thường do việc nén các tệp âm thanh xuống kích thước quá nhỏ.","Xảy ra do các thiết bị định tuyến trung gian cố tình thay đổi.","Xảy ra do xung điện áp bị mất đột ngột trong 1 giây.","A"
"Chiều dài của lỗi bệt (burst error) được tính như thế nào?","Tính bằng kích thước của toàn bộ gói dữ liệu nhận được nhân với tỷ lệ lỗi trung bình.","Tính từ đầu khung dữ liệu cho đến khi gặp bit đúng đầu tiên xuất hiện.","Là tổng số lượng các bit bị sai liên tiếp nhau mà không bị ngắt quãng bởi bit đúng.","Tính từ bit sai đầu tiên cho đến bit sai cuối, một số bit bên trong có thể không sai.","D"
"Phương pháp VRC (Vertical Redundancy Check) thêm bit kiểm tra dựa trên nguyên tắc nào?","Thêm 1 bit sao cho tổng số bit 1 trong đơn vị dữ liệu là số chẵn.","Thêm 1 bit bằng cách đảo ngược giá trị của bit nằm ở vị trí cuối cùng.","Thêm 1 bit vào đầu mỗi byte dữ liệu để đánh dấu vị trí bắt đầu khung.","Thêm 1 bit bằng cách lấy giá trị trung bình cộng của toàn bộ gói tin.","A"
"Giả sử truyền đơn vị dữ liệu nhị phân 'c' (ASCII 99) là 1100011, bit parity chẵn (VRC) cần thêm vào là bao nhiêu?","Thêm bit 1 (vì tổng số bit 1 đang là 4, thêm 1 để nâng lên 5).","Thêm bit 1 (bắt buộc thêm 1 ở tất cả các ký tự chữ cái viết thường).","Thêm bit 0 (vì tổng số bit 1 đang là 4, là một số chẵn).","Thêm bit 0 (vì đơn vị dữ liệu này bắt đầu bằng hai bit 1).","C"
"Nếu dữ liệu có dạng 1000111011 và có 2 bit bị lỗi làm thay đổi giá trị, phương pháp VRC sẽ xử lý như thế nào?","Máy thu sử dụng mạch VRC để đánh dấu hai vị trí lỗi rồi chuyển cho lớp trên xử lý.","Máy thu tự động sửa lỗi vì số bit lỗi nhỏ hơn hoặc bằng 2.","Máy thu không phát hiện được lỗi và sẽ chấp nhận dữ liệu sai này.","Máy thu lập tức phát hiện ra lỗi và yêu cầu máy phát truyền lại toàn bộ.","C"
"Phương pháp kiểm tra LRC (Longitudinal Redundancy Check) hoạt động dựa trên cơ chế nào?","Chia khối dữ liệu thành 3 phần bằng nhau, lấy tổng rồi thực hiện phép cộng bù 1.","Khối bit được sắp xếp thành bảng hàng và cột, tìm bit VRC cho mỗi cột tạo thành một hàng mới LRC gắn vào cuối.","Nhân các bit của gói dữ liệu với một đa thức sinh, sau đó lấy số dư gắn vào phần đuôi.","Gửi liên tục 2 bản sao của khối bit và so sánh để lấy kết quả trùng khớp nhất.","B"
"Khi nào phương pháp LRC KHÔNG phát hiện được lỗi trên đường truyền?","Khi lỗi chỉ xảy ra tại đúng bit đầu tiên và bit cuối cùng của một chuỗi 8 bit bất kỳ.","Khi hai bit (hoặc một số chẵn bit) cùng sai ở các vị trí giống nhau trong một đơn vị dữ liệu.","Khi hệ thống sử dụng thuật toán truyền tin không dây có tính chất nhiễu trắng cao.","Khi chiều dài của lỗi bệt lớn hơn số lượng hàng của ma trận dữ liệu được gửi đi.","B"
"Đặc điểm nào ĐÚNG khi nói về phép chia trong phương pháp CRC theo tài liệu?","Dùng phép chia modulo-2, cộng không nhớ (OR) và trừ không mượn (XOR).","Thực hiện thuật toán băm (hash) để tạo ra chữ ký điện tử chia lấy dư.","Chỉ sử dụng phép cộng có nhớ và phép trừ thập phân để lấy phần dư mã hóa.","Dùng phép chia đại số thông thường nhưng luôn luôn làm tròn số dư lên 1.","A"
"Nếu số chia (đa thức sinh) trong phương pháp CRC có n+1 bit, thì phần số dư CRC được gắn vào cuối dữ liệu sẽ có bao nhiêu bit?","Có n + 1 bit.","Có đúng n bit.","Có n - 1 bit.","Có 2^n bit.","B"
"Trong máy thu của phương pháp CRC, làm thế nào để biết dữ liệu nhận được là đúng hay sai?","Đem chuỗi dữ liệu nhận được cộng với đa thức sinh, nếu ra kết quả âm thì dữ liệu đã bị biến dạng.","Chỉ cần kiểm tra n bit cuối cùng, nếu chứa toàn số 0 thì dữ liệu đó hoàn toàn nguyên vẹn.","Đếm tổng số bit 1 trong chuỗi, nếu là số chẵn thì dữ liệu đúng, nếu số lẻ thì dữ liệu sai.","Đem toàn bộ chuỗi nhận được chia cho số chia, nếu số dư bằng 0 thì dữ liệu đúng, khác 0 thì sai.","D"
"Đa thức sinh của bộ chia CRC cần chia đúng cho đa thức (x + 1) nhằm mục đích gì?","Bảo đảm là tất cả các nhiễu bệt ảnh hưởng lên thứ tự bit lẻ được phát hiện.","Ngăn chặn việc hệ thống tính toán tạo ra một số dư có giá trị bằng không.","Giúp chuyển đổi dữ liệu số thành tín hiệu tương tự một cách dễ dàng hơn.","Tăng tốc độ xử lý dữ liệu cho các bộ định tuyến trong mạng chuyển mạch gói.","A"
"Đa thức CRC-12 (x^12 + x^11 + x^3 + x + 1) có khả năng phát hiện lỗi như thế nào đối với các nhiễu bệt có độ dài lớn hơn 12?","Có thể phát hiện đến 99,97% các nhiễu bệt có độ dài lớn hơn 12 hay dài hơn nữa.","Chỉ phát hiện được đúng 50% số lỗi do giới hạn của phép chia modulo-2 bậc 12.","Hoàn toàn không thể phát hiện bất kỳ lỗi nào nếu nhiễu bệt vượt quá 12 bit.","Phát hiện được 100% tất cả các lỗi xảy ra trên kênh truyền bất chấp chiều dài.","A"
"Trong phương pháp Checksum bên phát, các phân đoạn dữ liệu sau khi được cộng lại sẽ được xử lý tiếp như thế nào để tạo ra trường checksum?","Lấy bù 1 của kết quả cộng rồi gắn vào đuôi của dữ liệu gốc.","Lấy phần dư của kết quả cộng chia cho 256 rồi gắn vào đầu dữ liệu gốc.","Sử dụng phép XOR với một dãy bit 0 rồi lưu vào tiêu đề mạng.","Đảo ngược toàn bộ các bit để tạo thành một lớp mã hóa bảo mật.","A"
"Khi máy thu thực hiện phương pháp kiểm tra Checksum, dữ liệu được coi là ĐÚNG khi nào?","Khi cộng các phần lại và lấy bù 1 của tổng, kết quả nhận được bằng 0.","Khi số lượng bit 1 trong phần Checksum trùng khớp với số lượng bit 0 trong dữ liệu.","Khi trừ trường Checksum khỏi chuỗi dữ liệu, kết quả cuối cùng phải là số dương.","Khi cộng các phần lại và lấy bù 1 của tổng, kết quả nhận được chứa toàn số 1.","A"
"Phương pháp Checksum KHÔNG phát hiện được lỗi trong trường hợp đặc biệt nào?","Nếu tổng số lượng bit 1 trong gói dữ liệu là một số lẻ lớn hơn 15.","Nếu thiết bị phát không chèn thêm tín hiệu ENQ vào đầu gói tin Checksum.","Nếu có bất kỳ một lỗi chùm nào dài hơn 8 bit xuất hiện liên tục trên đường truyền.","Nếu một bit trong phân đoạn bị hỏng và bit tương ứng (hoặc giá trị đảo) trong phân đoạn thứ hai cũng bị lỗi làm cho tổng không đổi.","D"
"Có mấy phương pháp chính để sửa lỗi trong truyền dữ liệu theo tài liệu?","Bốn phương pháp: VRC, LRC, CRC và Checksum kết hợp với mạng nơ-ron nhân tạo.","Hai phương pháp: Yêu cầu truyền lại toàn bộ dữ liệu và dùng mã sửa lỗi tự động.","Một phương pháp duy nhất: Sử dụng thiết bị phần cứng để triệt tiêu nhiễu nhiệt.","Ba phương pháp: Dùng mã Hamming, dùng mã CRC, và dùng tín hiệu âm thanh báo lỗi.","B"
"Việc dùng mã sửa lỗi tự động để sửa lỗi bệt (burst error) có nhược điểm gì khiến người ta thường ưu tiên yêu cầu truyền lại?","Đòi hỏi số lượng bit dư thừa rất lớn.","Chỉ có thể sửa được lỗi ở bit đầu tiên và cuối cùng.","Máy thu bắt buộc phải có dung lượng RAM cực cao.","Không thể thực hiện trên các đường cáp đồng trục.","A"
"Công thức tính số bit dư thừa r nhỏ nhất cần thiết để sửa lỗi một bit cho dữ liệu m bit (trong mã Hamming) là gì?","2^r >= m + r + 1","2^r <= m + r - 1","2^r >= m^2 + 1","2^r = m / r + 1","A"
"Cần ít nhất bao nhiêu bit dư thừa (r) để tạo mã Hamming cho một đơn vị dữ liệu mã ASCII gồm 7 bit (m=7)?","3 bit (vì 2^3 = 8 >= 7).","5 bit (vì 2^5 = 32 >= 14).","8 bit (phải bằng số lượng bit chẵn của một byte).","4 bit (vì 2^4 = 16 >= 7 + 4 + 1 = 12).","D"
"Trong mã Hamming, các bit dư thừa r1, r2, r4, r8 được đặt ở những vị trí nào trong chuỗi mã?","Đặt ở các vị trí là lũy thừa của 2: 1, 2, 4, 8... (2^n).","Đặt tập trung toàn bộ ở phần cuối của chuỗi dữ liệu để dễ trích xuất.","Đặt ở các vị trí là số lẻ: 1, 3, 5, 7... để kiểm tra tính chẵn lẻ.","Đặt tập trung toàn bộ ở phần đầu của chuỗi dữ liệu (vị trí 1, 2, 3, 4).","A"
"Theo mã Hamming, bit kiểm tra r1 có nhiệm vụ kiểm tra tính chẵn lẻ của tổ hợp các bit ở vị trí nào?","Các vị trí 4, 5, 6, 7.","Các vị trí 2, 3, 6, 7, 10, 11...","Các vị trí 8, 9, 10, 11.","Các vị trí 1, 3, 5, 7, 9, 11...","D"
"Theo mã Hamming, bit kiểm tra r4 có nhiệm vụ tính chẵn lẻ của tổ hợp các bit ở vị trí nào?","Các vị trí 1, 3, 5, 7.","Các vị trí 8, 9, 10, 11.","Các vị trí 4, 5, 6, 7.","Các vị trí 2, 4, 6, 8.","C"
"Theo mã Hamming, bit kiểm tra r8 có nhiệm vụ tính chẵn lẻ của tổ hợp các bit ở vị trí nào?","Các vị trí 2, 3, 6, 7.","Các vị trí 1, 2, 3, 4.","Các vị trí 8, 9, 10, 11.","Các vị trí 4, 5, 6, 7.","C"
"Khi sử dụng mã Hamming, nếu máy thu tính lại các số dư VRC ở bên thu và được kết quả r8r4r2r1 nhị phân là 1001, điều này có ý nghĩa gì?","Có lỗi xảy ra tại vị trí bit thứ 9 (do 1001 trong hệ nhị phân bằng 9).","Lỗi xảy ra ở vị trí bit thứ 1001 theo cấu trúc bộ nhớ đệm máy thu.","Dữ liệu được nhận hoàn toàn đúng vì chữ số cuối cùng là 1.","Có lỗi xảy ra tại vị trí bit thứ 1 và bit thứ 4 đồng thời.","A"
"Nếu mạch kiểm tra bit Parity chẵn (VRC) bên thu cho ra kết quả E=1, điều này báo hiệu gì?","Dữ liệu hoàn toàn chính xác (báo hiệu tích cực).","Dữ liệu sai (tổng số bit 1 không thỏa mãn tính chẵn).","Máy thu đang bận và cần máy phát gửi lại tín hiệu sau.","Đường truyền vật lý đã bị đứt hoàn toàn.","B"
"Ba chức năng chính của tầng liên kết dữ liệu theo tài liệu bao gồm những gì?","Trật tự đường truyền (line discipline), Điều khiển lưu lượng (flow control), và Kiểm tra lỗi (error control).","Chuyển đổi quang điện, Đồng bộ xung nhịp, và Lọc nhiễu nhiệt.","Định tuyến địa chỉ, Điều khiển tắc nghẽn, và Mã hóa bảo mật.","Tạo khung vật lý, Ghép kênh phân chia tần số, và Báo nhận NAK.","A"
"Phương pháp điều khiển trật tự đường truyền Yêu cầu/chấp nhận (ENQ/ACK) chủ yếu được dùng trong loại mạng nào?","Mạng vô tuyến diện rộng sử dụng sóng vi ba truyền đi qua các châu lục.","Thông tin đồng cấp (peer to peer communication), kết nối riêng cho hai thiết bị mà chỉ một máy có khả năng thu.","Mạng chuyển mạch gói Internet với vô số các bộ định tuyến hoạt động độc lập.","Mạng hình sao quy mô lớn với hàng ngàn thiết bị kết nối vào chung một trung tâm.","B"
"Trong phương pháp ENQ/ACK, nếu máy phát liên tục nhận được thông tin từ chối NAK trong 3 lần thì sẽ xử lý thế nào?","Sẽ cắt kết nối và bắt đầu lại các bước này vào một thời gian khác.","Sẽ kích hoạt cảnh báo âm thanh và yêu cầu người dùng thay đổi cáp mạng.","Sẽ gửi tín hiệu EOT để bắt đầu ép máy thu phải gửi dữ liệu ngược lại.","Sẽ tự động chuyển sang phương thức Hỏi vòng (Poll) để ép buộc máy thu.","A"
"Máy thu trong phương pháp ENQ/ACK sẽ trả lời bằng tín hiệu NAK khi nào?","Khi máy chưa sẵn sàng thu dữ liệu.","Khi máy muốn chuyển sang làm thiết bị sơ cấp.","Khi máy vừa khởi động và chưa có kết nối vật lý.","Khi máy đã nhận đủ toàn bộ các gói tin cần thiết.","A"
"Mã ASCII của tín hiệu kết thúc truyền EOT là gì?","0000110","0010101","0000101","0000100","D"
"Chức năng Lựa chọn (Select) trong phương pháp Hỏi vòng/Lựa chọn (Poll/select) được thiết bị sơ cấp sử dụng khi nào?","Khi thiết bị thứ cấp đang bận và cần một khung tin để giữ kết nối không bị ngắt.","Khi tất cả các thiết bị cùng tranh giành băng thông và sơ cấp cần phát Broadcast.","Khi thiết bị sơ cấp muốn gửi dữ liệu, báo cho thiết bị thứ cấp chuẩn bị sẵn sàng nhận tin.","Khi thiết bị sơ cấp không còn dữ liệu để gửi và muốn đóng phiên kết nối.","C"
"Trong chức năng Select, frame SEL do thiết bị sơ cấp gửi đi bắt buộc phải chứa thông tin gì để thiết bị thứ cấp nhận dạng?","Chứa trường địa chỉ MAC kết hợp cùng dữ liệu người dùng cuối.","Chứa trường địa chỉ IP của thiết bị sơ cấp và tín hiệu EOT.","Chứa toàn bộ mã CRC kiểm tra lỗi và tín hiệu ACK.","Chứa trường địa chỉ của thiết bị thứ cấp và tín hiệu ENQ.","D"
"Khi thiết bị sơ cấp muốn nhận dữ liệu từ thiết bị thứ cấp, nó sẽ sử dụng chức năng gì và khung tin Poll chứa gì?","Chức năng Ngắt kết nối (EOT), khung EOT chứa mã ASCII đặc biệt.","Chức năng Lựa chọn (Select), khung SEL chứa tín hiệu NAK.","Chức năng Báo nhận (ACK), khung ACK chứa địa chỉ của bộ định tuyến.","Chức năng Hỏi vòng (Poll), khung Poll chứa trường địa chỉ của thiết bị thứ cấp và tín hiệu ACK.","D"
"Trong điều khiển luồng, bộ nhớ đệm (buffer) ở phía thiết bị thu có tác dụng chính là gì?","Làm tăng tốc độ truyền dẫn vật lý của cáp quang lên mức tối đa cho phép.","Lưu khối nhớ tạm do thiết bị thu cần bước kiểm tra và xử lý dữ liệu trước khi sử dụng, tránh làm quá tải bên thu.","Mã hóa các khung tin vừa nhận được thành tín hiệu analog để phát ra loa ngoài.","Tự động sinh ra các tín hiệu NAK để cản trở các luồng dữ liệu độc hại từ tin tặc.","B"
"Đặc điểm cốt lõi của kỹ thuật điều khiển luồng Dừng và đợi (Stop and wait) là gì?","Máy thu không bao giờ gửi bất kỳ tín hiệu phản hồi nào, máy phát cứ gửi theo chu kỳ định sẵn.","Thiết bị phát gửi liên tục hàng nghìn frame rồi mới bắt đầu chờ nhận một tín hiệu ACK duy nhất.","Hai máy liên tục gửi dữ liệu cho nhau cùng một lúc mà không cần đồng bộ hóa.","Thiết bị phát gửi xong một frame và đợi tín hiệu xác nhận ACK rồi gửi tiếp frame kế tiếp.","D"
"Khuyết điểm chính của kỹ thuật Dừng và đợi (Stop and wait) là gì?","Tốc độ truyền bị chậm do quá trình dừng-đợi.","Không thể áp dụng để truyền các tập tin văn bản.","Quá trình cài đặt cực kỳ phức tạp và tốn nhiều chi phí.","Luôn luôn gây ra hiện tượng tràn bộ đệm tại máy thu.","A"
"Kỹ thuật Cửa sổ trượt (Slide window) mang lại ưu điểm gì vượt trội so với Dừng và đợi?","Đảm bảo an toàn bảo mật dữ liệu tuyệt đối nhờ thuật toán mã hóa 256-bit phức tạp.","Cho phép gửi nhiều khung dữ liệu trước khi nhận được khung báo nhận ACK, cải thiện đáng kể tốc độ.","Giúp đường cáp đồng có thể truyền tín hiệu đi xa hàng trăm km mà không bị suy hao.","Loại bỏ hoàn toàn sự cần thiết phải kiểm tra lỗi bằng mã CRC hay Checksum.","B"
"Kích thước tối đa của cửa sổ trượt (trước lúc nhận biết ACK) theo quy ước số modulo n là bao nhiêu?","Là n + 1 khung.","Là n^2 khung.","Là đúng n khung.","Là n - 1 khung.","D"
"Tại sao kích thước của cửa sổ luôn phải nhỏ hơn modulo của frame 1 đơn vị?","Để duy trì tốc độ xung nhịp CPU luôn ổn định dưới ngưỡng gây quá nhiệt hệ thống.","Bởi vì bit thứ n luôn luôn được sử dụng làm bit kiểm tra chẵn lẻ VRC.","Để không thể xảy ra nhầm lẫn giữa bản sao của ACK do mạng truyền lại và ACK mới khi nhận xong toàn bộ chuỗi frame.","Để tiết kiệm dung lượng bộ nhớ đệm (buffer) cho các thiết bị định tuyến đời cũ.","C"
"Cửa sổ nhận (Receiving window) trong kỹ thuật Cửa sổ trượt đại diện cho điều gì?","Đại diện cho số lượng frame đã bị mất và không thể khôi phục được.","Đại diện cho số khung vẫn còn được nhận trước khi gửi ACK đi.","Đại diện cho toàn bộ số khung đã nhận được từ trước đến nay của phiên truyền.","Đại diện cho băng thông trống khả dụng trên cáp vật lý.","B"
"Phương pháp sửa lỗi trong lớp kết nối dữ liệu ARQ (Automatic Repeat Request) hoạt động dựa trên cơ sở nào?","Sử dụng mạng nơ-ron nhân tạo để tự đoán và sửa lại bit sai ngay lập tức.","Phát hiện lỗi và yêu cầu tự động truyền lại dữ liệu (khi hỏng, mất data, mất ACK).","Bỏ qua các khung bị lỗi và chỉ tập trung ghép nối các khung đúng lại với nhau.","Yêu cầu kỹ thuật viên mạng phải can thiệp thủ công để cấu hình lại máy phát.","B"
"Trong giao thức Stop and wait ARQ, nếu thiết bị phát không nhận được tín hiệu xác nhận ACK trong thời gian của bộ định thời (timer) thì nó sẽ làm gì?","Sẽ gửi tín hiệu NAK báo cho máy thu biết máy phát đang chờ.","Sẽ gửi một tín hiệu EOT để hủy bỏ hoàn toàn phiên kết nối.","Sẽ hiểu là frame vừa gửi đã bị thất lạc và tiếp tục gửi lại lần nữa.","Sẽ nhân đôi kích thước cửa sổ trượt để ép máy thu phản hồi.","C"
"Tại sao trong Stop and wait ARQ, tất cả các frame dữ liệu và ACK đều phải được đánh số tuần tự là 0 và 1?","Vì máy tính chỉ hiểu duy nhất hai ký tự là 0 và 1 nên không thể đánh số 2.","Cho phép nhận dạng các frame dữ liệu trong trường hợp phải gửi lại nhiều lần.","Nhằm tuân thủ tiêu chuẩn bảo mật mã hóa nhị phân quốc tế của IEEE.","Để tăng cường tối đa tốc độ lan truyền của tín hiệu điện từ qua cáp.","B"
"Nếu frame ACK bị thất lạc trên đường truyền, máy thu trong Stop and wait ARQ sẽ phản ứng thế nào khi máy phát gửi lại frame dữ liệu cũ do hết thời gian?","Gửi liên tục 10 tín hiệu NAK để trừng phạt máy phát vì đã gửi nhầm.","Giữ lại cả hai bản sao để ghép lại thành một gói tin lớn hơn nhằm tăng băng thông.","Nhận frame copy như là bản sao, chấp nhận rồi hủy đi để chờ bản tin kế tiếp.","Ngắt kết nối mạng ngay lập tức do phát hiện có sự tấn công lặp lại từ bên ngoài.","C"
"Trong Cửa sổ trượt ARQ, các frame ACK được đánh số như thế nào để nhận dạng?","Mang số của frame mong muốn nhận kế tiếp.","Mang dãy địa chỉ IP của thiết bị phát.","Mang tổng số lượng các frame đã bị hỏng.","Mang số của đúng frame vừa mới nhận xong.","A"
"Trong Cửa sổ trượt ARQ, các frame NAK được đánh số như thế nào?","Mang số của frame bị hỏng.","Mang mã ASCII 0000100 kết hợp số lượng byte lỗi.","Mang số thứ tự của lần kết nối thất bại gần nhất.","Mang số của frame mong muốn nhận kế tiếp giống hệt ACK.","A"
"Trong kỹ thuật Go-back-n ARQ, nếu một khung bị mất hoặc bị lỗi, máy phát sẽ phản ứng như thế nào?","Tất cả các khung đã gửi kể từ khung nhận biết ACK cuối cùng đều được truyền lại.","Báo hiệu cho người dùng biết dữ liệu đã bị mất vĩnh viễn và không thể khôi phục.","Dừng truyền trong 5 phút để đường truyền ổn định rồi tiếp tục truyền khung bị lỗi.","Chỉ gửi duy nhất lại khung bị lỗi đó và bỏ qua các khung tiếp theo.","A"
"Kỹ thuật Selective-Reject ARQ khác biệt như thế nào so với Go-back-n ARQ trong việc xử lý khung lỗi?","Máy phát sẽ tự động sửa lỗi ngay trên đường cáp mà không cần truyền lại.","Bắt buộc truyền lại toàn bộ từ đầu của toàn bộ phiên giao dịch mạng.","Yêu cầu thiết lập một kênh truyền phụ thứ hai chuyên dùng để truyền các khung bị hỏng.","Chỉ truyền lại những khung bị lỗi hoặc bị mất, khung truyền lại khác số tuần tự thông thường.","D"
"Trong Selective-Reject ARQ, yêu cầu bắt buộc đối với phần cứng của thiết bị nhận là gì?","Bộ thu phải có khả năng sắp xếp, chọn lọc các frame và chèn chính xác khung vào vị trí thích hợp.","Bộ thu không cần bất kỳ bộ nhớ đệm nào vì dữ liệu đã được chọn lọc hoàn hảo.","Bộ thu bắt buộc phải sử dụng vi xử lý thế hệ mới nhất có tích hợp trí tuệ nhân tạo.","Bộ thu phải có công suất phát sóng cực mạnh để gửi lại tín hiệu NAK băng thông rộng.","A"
"Theo Cửa sổ trượt ARQ, nếu tín hiệu ACK sau cùng mang số 3, điều này có ý nghĩa gì đối với máy phát?","Xác nhận frame số 3 đã bị hỏng và yêu cầu truyền lại.","Xác định kích thước cửa sổ trượt hiện tại đã bị thu hẹp lại chỉ còn 3.","Báo hiệu số lượng lỗi được tìm thấy trong một giây là 3.","Xác nhận các frame trước đó (ví dụ 0, 1, 2) đều nhận tốt và mong muốn nhận frame 3 tiếp theo.","D"
